"","cso_mean","cso_sd","metrics_mean","metrics_sd","split","dataset","SPECTRA_parameter"
"1",0.082133295528277,0.000682856206910569,0.648718874454498,0.0465177218230653,"Random","delaney",0
"2",0.0759061018020866,0.00181231626364276,0.824289665222168,0.0288582939819505,"Scaffold","delaney",0.05
"3",0.0676157201473114,0.0118223922844755,0.828734514713287,0.145075048845387,"UMAP","delaney",0.05
"4",0.0817347346761887,0.000578564988064514,0.627483693758647,0.0705086552463142,"SPECTRA","delaney",0
"5",0.0704020509910794,0.000951889533244662,0.973233342170715,0.318277087853712,"SPECTRA","delaney",0.05
"6",0.0604411455517575,0.00191655718595503,1.23378463983536,0.529659101207867,"SPECTRA","delaney",0.1
"7",0.0531435589734089,0.00140703950685272,1.41900428533554,0.502627507325958,"SPECTRA","delaney",0.15
"8",0.0500241691042354,0.000870390881098347,1.39105020364126,0.371680505415014,"SPECTRA","delaney",0.2
"9",0.0489995252250579,0.00290125275162807,1.84190942843755,0.593627106358896,"SPECTRA","delaney",0.25
"10",0.0447732555464633,0.00660410574862749,2.53762528101603,0.937238371910611,"SPECTRA","delaney",0.3
"11",0.042276853756414,0.000232644995945742,1.68441712061564,0.297329347867227,"SPECTRA","delaney",0.35
"12",0.0392434944840894,0.00354390448257518,2.11519666512807,0.816524448414461,"SPECTRA","delaney",0.4
"13",0.0448312561565746,0.00318589993922607,1.51308512687683,0.247178515986239,"SPECTRA","delaney",0.45
"14",0.0441036279701645,0.0118490807635352,2.02396892706553,0.722854467129107,"SPECTRA","delaney",0.5
"15",0.0339217956974479,0.00439201787787037,1.57368581295013,0.156367635665221,"SPECTRA","delaney",0.55
"16",0.0293162513366863,0.00512088147193708,1.92666218280792,0.443217798716901,"SPECTRA","delaney",0.6
"17",0.0792101635100451,0.000903250865643385,1.21411734819412,0.180792837194623,"Random","freesolv",0
"18",0.0564600466415108,0.00187293673427492,1.86428773403168,0.218574305866876,"Scaffold","freesolv",0.1
"19",0.0644699839575724,0.00204559279719386,1.16178023099899,0.202210898972202,"UMAP","freesolv",0.05
"20",0.0772277814153232,0.000713651341642185,1.16610282659531,0.141261626774948,"SPECTRA","freesolv",0
"21",0.0686917533042032,0.00068404791692066,1.40256568988164,0.39179504508691,"SPECTRA","freesolv",0.05
"22",0.059044404002623,0.00372194720392513,1.74877731800079,0.181312819437329,"SPECTRA","freesolv",0.1
"23",0.0452301486023646,0.00156722698488084,3.18596390883128,1.03226365838095,"SPECTRA","freesolv",0.2
"24",0.0421856556082959,0.00125955579398866,3.57879632314046,1.02814220572591,"SPECTRA","freesolv",0.25
"25",0.0463187763301966,0.00124457598992651,4.28372723261515,1.78251210539622,"SPECTRA","freesolv",0.3
"26",0.039626310555244,0.00507578628204195,4.38648686408997,1.42662712634738,"SPECTRA","freesolv",0.35
"27",0.0375091500255665,0.0133840713930782,3.74520942370097,1.78846265158775,"SPECTRA","freesolv",0.4
"28",0.0397686544016787,0.00841927013926423,4.80246640841166,3.28750650693031,"SPECTRA","freesolv",0.45
"29",0.0351185689127985,0.00365615819386513,3.95324376424154,0.67974796297493,"SPECTRA","freesolv",0.5
"30",0.129921536686701,0.000407202610601823,0.530259417295455,0.0210344059051627,"Random","lipo",0
"31",0.129316927590547,0.000749106711027789,0.567833521366119,0.0237848500187984,"Scaffold","lipo",0
"32",0.130135087416804,0.00323253662800371,0.664797050952911,0.110591837034795,"UMAP","lipo",0
"33",0.129872094633814,0.000411636846407526,0.535897246996562,0.0525579638225258,"SPECTRA","lipo",0
"34",0.114555141430735,0.000747871435350453,0.750454072157542,0.0575939919270937,"SPECTRA","lipo",0.05
"35",0.105661965202798,0.00108488340605009,0.781610437234243,0.0575544024901926,"SPECTRA","lipo",0.1
"36",0.101821355017315,0.000662173229366514,1.05095763206482,0.069594664573262,"SPECTRA","lipo",0.15
"37",0.0980729301953738,0.000294532561017553,1.19428224563599,0.0740998984402186,"SPECTRA","lipo",0.2
"38",0.0948898548644762,0.000877276317470021,1.29162088235219,0.0889318822916898,"SPECTRA","lipo",0.25
"39",0.0932422499866976,0.00140332585337871,1.22848807970683,0.170618275879903,"SPECTRA","lipo",0.3
"40",0.089825738499483,0.00146430429110587,1.43017430305481,0.186268833979814,"SPECTRA","lipo",0.35
"41",0.0873414590069336,0.00323985210292746,1.27665161291758,0.193541295609169,"SPECTRA","lipo",0.4
"42",0.0889116181447316,0.00173114260579549,1.30726691484451,0.383808665309691,"SPECTRA","lipo",0.45
"43",0.0821510987853228,0.00505122798690678,1.11654342810313,0.0300719449817863,"SPECTRA","lipo",0.5
"44",0.0817043419883577,0.00130664714460545,1.20541632970174,0.145213851403658,"SPECTRA","lipo",0.55
"45",0.0829811415171419,0.0029317333521946,1.0308380762736,0.308226980161104,"SPECTRA","lipo",0.6
"46",0.0775430936692734,0.0031806021290368,1.32404675483704,0.145637949948825,"SPECTRA","lipo",0.65
"47",0.075395693637477,0.00832569373170722,1.47354991436005,0.46347837697535,"SPECTRA","lipo",0.7
